Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14, Death_15, Death_16, Death_17, Death_18, Death_19, Death_20, Death_21, Death_22, Death_23, Death_24, Death_25, Death_26, Death_27, Death_28, Death_29, Death_30, Death_31, Death_32, Death_33, Death_34, Death_35, Death_36, Death_37, Death_38, Death_39, Death_40, Death_41, Death_42, Death_43, Death_44, Death_45, Death_46, Death_47, Death_48, Death_49, Death_50, Death_51, Death_52, Death_53, Death_54, Death_55, Death_56, Death_57, Death_58, Death_59, Death_60, Death_61, Death_62, Death_63, Death_64, Death_65, Death_66, Death_67, Death_68, Death_69, Death_70, Death_71, Death_72, Death_73, Death_74, Death_75, Death_76, Death_77, Death_78, Death_79
1686, 80, 81, 82, 86, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 65, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 85, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 69, 84, 76, 89, 82, 75, 80, 84, 78, 76, 75, 80, 78, 84, 78, 72, 83, 78, 77, 81, 71, 78, 71, 76, 83
1687, 80, 82, 82, 86, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 65, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 85, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 69, 84, 76, 89, 82, 75, 80, 84, 78, 76, 75, 80, 78, 84, 78, 72, 83, 78, 77, 81, 71, 78, 71, 76, 83
1688, 80, 82, 82, 86, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 66, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 85, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 69, 84, 76, 89, 82, 75, 80, 84, 78, 76, 75, 80, 78, 84, 78, 72, 83, 78, 77, 81, 71, 78, 71, 76, 83
1689, 80, 82, 82, 86, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 66, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 85, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 69, 84, 76, 89, 82, 75, 80, 84, 78, 76, 75, 80, 78, 84, 78, 72, 83, 78, 77, 81, 71, 78, 71, 76, 83
1690, 81, 82, 82, 86, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 85, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 69, 84, 76, 89, 82, 75, 80, 84, 78, 76, 75, 80, 78, 84, 78, 72, 83, 78, 77, 81, 71, 78, 71, 76, 83
1691, 82, 82, 82, 86, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 85, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 69, 84, 76, 89, 82, 75, 80, 84, 78, 76, 75, 80, 78, 84, 78, 72, 83, 78, 77, 81, 71, 78, 71, 76, 83
1692, 82, 82, 82, 86, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 85, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 69, 84, 76, 89, 82, 75, 80, 84, 78, 76, 75, 80, 78, 84, 78, 72, 83, 78, 77, 81, 71, 78, 71, 76, 83
1693, 83, 82, 82, 86, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 85, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 69, 84, 76, 89, 82, 75, 80, 84, 78, 76, 75, 80, 78, 84, 78, 72, 83, 78, 77, 81, 71, 78, 71, 76, 83
1694, 83, 82, 82, 87, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 85, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 69, 84, 76, 89, 82, 75, 80, 84, 78, 76, 75, 80, 78, 84, 78, 72, 84, 78, 77, 81, 71, 78, 71, 76, 84
1695, 83, 82, 82, 87, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 86, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 80, 84, 78, 76, 75, 80, 78, 84, 78, 72, 84, 78, 77, 81, 71, 78, 71, 76, 84
1696, 83, 82, 82, 87, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 86, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 84, 78, 77, 81, 71, 78, 71, 76, 84
1697, 83, 82, 82, 87, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 86, 80, 81, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 84, 78, 77, 81, 71, 78, 71, 76, 84
1698, 83, 82, 82, 87, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 86, 80, 82, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 79, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 84, 78, 77, 81, 71, 78, 71, 76, 84
1699, 83, 82, 82, 88, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 86, 80, 82, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 80, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 84, 78, 77, 81, 71, 78, 71, 76, 84
1700, 83, 82, 82, 88, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 86, 80, 82, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 80, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 84, 78, 77, 81, 71, 78, 71, 76, 84
1701, 83, 82, 82, 88, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 86, 80, 82, 79, 72, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 80, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 78, 77, 81, 71, 78, 71, 76, 84
1702, 83, 82, 82, 88, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 86, 80, 82, 79, 73, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 80, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 78, 77, 81, 71, 78, 71, 76, 84
1703, 83, 82, 82, 88, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 80, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 86, 80, 82, 79, 73, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 80, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 79, 77, 81, 71, 78, 71, 76, 84
1704, 83, 82, 82, 88, 80, 86, 81, 77, 65, 78, 80, 68, 82, 67, 81, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 86, 80, 82, 79, 74, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 80, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 80, 77, 81, 71, 78, 71, 76, 84
1705, 83, 82, 82, 88, 80, 86, 81, 77, 65, 78, 80, 68, 82, 68, 81, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 81, 81, 69, 87, 86, 80, 82, 79, 74, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 80, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 81, 77, 81, 71, 78, 71, 76, 84
1706, 84, 82, 82, 88, 80, 86, 81, 77, 65, 78, 80, 68, 82, 68, 81, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 80, 82, 79, 74, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 80, 78, 90, 89, 78, 85, 70, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 81, 77, 81, 71, 78, 71, 76, 84
1707, 84, 82, 82, 88, 80, 86, 81, 77, 65, 78, 80, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 80, 82, 79, 74, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 80, 79, 90, 89, 78, 85, 71, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 82, 77, 81, 71, 78, 71, 76, 84
1708, 84, 82, 82, 88, 80, 86, 81, 77, 65, 78, 80, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 80, 82, 79, 74, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 81, 79, 90, 89, 78, 85, 71, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 82, 77, 81, 71, 78, 71, 76, 85
1709, 84, 82, 82, 88, 80, 86, 81, 77, 65, 78, 80, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 80, 82, 79, 74, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 81, 79, 90, 89, 78, 85, 71, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 82, 77, 81, 71, 78, 71, 76, 85
1710, 84, 82, 82, 88, 80, 86, 81, 77, 65, 78, 81, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 80, 82, 79, 74, 75, 81, 81, 88, 86, 85, 78, 67, 84, 82, 81, 79, 90, 89, 78, 85, 71, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 82, 77, 81, 71, 78, 71, 76, 85
1711, 85, 82, 82, 88, 80, 86, 81, 77, 65, 80, 81, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 80, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 67, 84, 82, 81, 79, 90, 89, 78, 85, 71, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 82, 77, 81, 72, 78, 71, 76, 85
1712, 85, 82, 82, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 80, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 67, 84, 82, 81, 79, 90, 89, 78, 85, 71, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 82, 77, 81, 72, 78, 71, 76, 85
1713, 85, 82, 82, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 80, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 67, 84, 82, 81, 79, 90, 89, 78, 85, 71, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 82, 77, 81, 72, 78, 71, 76, 85
1714, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 84, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 80, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 71, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 82, 77, 81, 72, 78, 71, 76, 85
1715, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 85, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 71, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 78, 84, 78, 72, 85, 82, 77, 81, 72, 78, 71, 76, 85
1716, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 85, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 71, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 79, 84, 78, 72, 85, 82, 77, 81, 72, 78, 71, 76, 85
1717, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 85, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 79, 84, 78, 72, 85, 82, 77, 81, 72, 78, 71, 76, 85
1718, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 85, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 80, 79, 84, 78, 72, 85, 82, 77, 81, 72, 78, 71, 76, 85
1719, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 85, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1720, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 67, 85, 86, 70, 78, 85, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1721, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 85, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1722, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 85, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1723, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 82, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1724, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1725, 85, 82, 83, 88, 80, 86, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 81, 88, 87, 85, 78, 68, 84, 82, 81, 79, 90, 89, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1726, 85, 82, 83, 88, 80, 87, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 88, 87, 85, 78, 68, 85, 83, 81, 79, 90, 89, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1727, 85, 82, 83, 88, 80, 87, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 88, 87, 85, 78, 68, 85, 83, 81, 79, 90, 89, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1728, 85, 82, 83, 88, 81, 87, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 68, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1729, 85, 82, 83, 88, 81, 87, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 68, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1730, 85, 82, 83, 88, 81, 87, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 68, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1731, 85, 82, 83, 88, 81, 87, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 68, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1732, 85, 82, 83, 88, 81, 87, 81, 77, 65, 81, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 68, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 78, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1733, 85, 82, 83, 88, 81, 87, 81, 77, 65, 82, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 68, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 79, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1734, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 68, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 79, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1735, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 79, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1736, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 82, 75, 81, 84, 78, 76, 75, 82, 79, 84, 79, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1737, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 83, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 81, 84, 78, 76, 75, 82, 79, 84, 79, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1738, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 84, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 81, 84, 78, 76, 75, 82, 79, 84, 80, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1739, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 84, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 81, 84, 78, 76, 75, 82, 79, 84, 80, 72, 85, 82, 77, 81, 73, 78, 71, 76, 85
1740, 86, 82, 83, 88, 81, 87, 82, 77, 65, 83, 81, 68, 82, 70, 81, 91, 85, 68, 85, 86, 70, 78, 86, 81, 77, 72, 77, 84, 77, 85, 82, 81, 69, 87, 86, 81, 82, 79, 74, 75, 81, 82, 89, 87, 85, 78, 69, 85, 83, 81, 79, 90, 90, 78, 85, 72, 85, 76, 89, 83, 75, 81, 84, 78, 77, 75, 82, 79, 84, 80, 73, 85, 82, 77, 81, 73, 78, 71, 76, 85
